VS2,VSe2,VTe2,MoS2,MoSe2,MoTe2,TiS2,TiSe2,TiTe2,WS2,WSe2,WTe2,ScS2,ScSe2,ScTe2,NiS2,NiSe2,NiTe2,V,Mo,Ti,W,Sc,Ni,S2,Se2,Te2,AvgFormE,AvgMass,AvgRadius,AvgElecNeg,WeightDif,Formation E
0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,12,0,8,-0.9862,69.2174,124.6666,2.1878,244.226,0.2068822
0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,14,0,6,-1.1054,61.2453,121.8332,2.1991,89.847,0.17335858
0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,16,0,4,-1.2246,53.2732,118.9998,2.2104,64.532,0.06612337
0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,18,0,2,-1.3438,45.3011,116.1664,2.2217,218.911,0.17577269
1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,2,18,0,-0.7049,80.003,123.6667,2.404,723.322,-4.37845518
2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,4,16,0,-0.7398,75.37533334,122.3334,2.388,600.3373334,-3.86617516
3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,6,14,0,-0.7747,70.74766667,121.0001,2.372,477.3526667,-3.3546776
4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,8,12,0,-0.8096,66.12,119.6668,2.356,354.368,-2.84451594
5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,10,10,0,-0.8445,61.49233333,118.3335,2.34,231.3833334,-2.33907781
6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,12,8,0,-0.8794,56.86466667,117.0002,2.324,108.3986667,-1.84219484
7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,14,6,0,-0.9143,52.237,115.6669,2.308,14.58599999,-1.3549708
8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,16,4,0,-0.9492,47.60933333,114.3336,2.292,137.5706667,-0.88094741
9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,18,2,0,-0.9841,42.98166667,113.0003,2.276,260.5553333,-0.40260796
0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,2,18,-0.3926,98.70289997,136.833,1.97,849.8229997,0.00233067
0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,4,16,-0.4732,95.35846664,135.333,1.997,679.1726664,8.22E-04
0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,6,14,-0.5538,92.01403331,133.833,2.024,508.5223331,-0.01747976
0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,8,12,-0.6344,88.66959998,132.333,2.051,337.8719998,-0.03675669
0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,10,10,-0.715,85.32516665,130.833,2.078,167.2216665,-0.06304783
0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,12,8,-0.7956,81.98073332,129.333,2.105,3.4286668,-0.09334107
0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,14,6,-0.8762,78.63629999,127.833,2.132,174.0790001,-0.13169115
0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,16,4,-0.9568,75.29186666,126.333,2.159,344.7293334,-0.17090035
0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,18,2,-1.0374,71.94743333,124.833,2.186,515.3796667,-0.18089751
0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,20,0,-1.0732,70.20576667,123.4997,2.2337,532.7963333,-0.32068577
0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,20,0,-1.0284,71.80853333,123.6664,2.2544,379.5626667,-0.8592094
0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,20,0,-0.9836,73.4113,123.8331,2.2751,226.329,-1.24515856
0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,20,0,-0.9388,75.01406667,123.9998,2.2958,73.09533332,-1.69287001
0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,20,0,-0.894,76.61683333,124.1665,2.3165,80.13833335,-2.15801686
0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,20,0,-0.8492,78.2196,124.3332,2.3372,233.372,-2.63563784
0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,20,0,-0.8044,79.82236667,124.4999,2.3579,386.6056667,-3.12443256
0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,20,0,-0.7596,81.42513334,124.6666,2.3786,539.8393334,-3.62117627
0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,20,0,-0.7148,83.0279,124.8333,2.3993,693.073,-4.14975956
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,1,0,9,18,2,0,-0.4486,48.23663333,112.667,2.36907,254.5116667,1.15266316
0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,2,0,8,16,4,0,-0.4602,55.5356,113.667,2.38214,99.64666676,1.21049519
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,3,0,7,14,6,0,-0.4718,62.83456666,114.667,2.39521,55.21833321,0.9826543
0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,4,0,6,12,8,0,-0.4834,70.13353332,115.667,2.40828,210.0833332,0.83561486
0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,5,0,5,10,10,0,-0.495,77.43249999,116.667,2.42135,364.9483332,0.6885824
0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,6,0,4,8,12,0,-0.5066,84.73146665,117.667,2.43442,519.8133331,0.53858119
0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,7,0,3,6,14,0,-0.5182,92.03043331,118.667,2.44749,674.6783331,0.57475547
0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,8,0,2,4,16,0,-0.5298,99.32939997,119.667,2.46056,829.5433331,0.10404914
0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,9,0,1,2,18,0,-0.5414,106.6283666,120.667,2.47363,984.408333,0.28832716
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,-0.8495,53.991,116.667,2.2515,156.37,-0.02485282
6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,12,8,0,-0.8834,50.8636,115.667,2.2532,48.388,4.18E-04
8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,16,4,0,-0.9512,44.6088,113.667,2.2566,167.576,0.01549139
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,18,2,0,-0.9851,41.4814,112.667,2.2583,275.558,0.00746487
1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,18,0,-0.7139,66.5006,120.667,2.2447,588.298,-0.2376668
2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,16,0,-0.7478,63.3732,119.667,2.2464,480.316,-0.17001785
3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,14,0,-0.7817,60.2458,118.667,2.2481,372.334,-0.11055069
4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,12,0,-0.8156,57.1184,117.667,2.2498,264.352,-0.06217264
